trial,true_label,pred_label,pred_name,cmd_for_unity,is_error
0,1,1,right,1,0
1,2,2,left,2,0
2,1,0,idle,0,0
3,2,1,right,0,1
4,1,2,left,0,1
5,1,1,right,1,0
6,2,1,right,0,1
7,2,2,left,2,0
8,2,2,left,2,0
9,1,1,right,1,0
10,1,1,right,1,0
11,2,2,left,2,0
12,2,2,left,2,0
13,1,1,right,1,0
14,2,2,left,2,0
