trial,true_label,pred_label,pred_name,cmd_for_unity,is_error
0,2,0,idle,0,0
1,1,1,right,1,0
2,1,1,right,1,0
3,2,2,left,2,0
4,1,1,right,1,0
5,2,0,idle,0,0
6,1,1,right,1,0
7,1,1,right,1,0
8,2,2,left,2,0
9,2,1,right,0,1
10,2,1,right,0,1
11,1,1,right,1,0
12,1,1,right,1,0
13,1,0,idle,0,0
14,2,1,right,0,1
