trial,true_label,pred_label,pred_name,cmd_for_unity,is_error
0,2,2,left,2,0
1,2,1,right,0,1
2,1,1,right,1,0
3,2,2,left,2,0
4,1,1,right,1,0
5,2,2,left,2,0
6,2,1,right,0,1
7,2,1,right,0,1
8,1,1,right,1,0
9,1,1,right,1,0
10,2,0,idle,0,0
11,1,1,right,1,0
12,1,1,right,1,0
13,2,1,right,0,1
14,1,0,idle,0,0
